origin_datetime,forecast_datetime,horizon_h,temp_forecast_c
2023-09-24 12:00:00+00:00,2023-09-26 05:00:00+00:00,41,11.57
2023-09-24 12:00:00+00:00,2023-09-26 06:00:00+00:00,42,13.94
2023-09-24 12:00:00+00:00,2023-09-26 07:00:00+00:00,43,7.89
2023-09-24 12:00:00+00:00,2023-09-26 08:00:00+00:00,44,13.02
2023-09-24 12:00:00+00:00,2023-09-26 09:00:00+00:00,45,18.29
2023-09-24 12:00:00+00:00,2023-09-26 10:00:00+00:00,46,17.11
2023-09-24 12:00:00+00:00,2023-09-26 11:00:00+00:00,47,11.41
2023-09-24 12:00:00+00:00,2023-09-26 12:00:00+00:00,48,18.13
2023-09-25 00:00:00+00:00,2023-09-25 01:00:00+00:00,1,11.21
2023-09-25 00:00:00+00:00,2023-09-25 02:00:00+00:00,2,12.32
2023-09-25 00:00:00+00:00,2023-09-25 03:00:00+00:00,3,11.14
2023-09-25 00:00:00+00:00,2023-09-25 04:00:00+00:00,4,10.69
2023-09-25 00:00:00+00:00,2023-09-25 05:00:00+00:00,5,11.69
2023-09-25 00:00:00+00:00,2023-09-25 06:00:00+00:00,6,11.28
2023-09-25 00:00:00+00:00,2023-09-25 07:00:00+00:00,7,11.58
2023-09-25 00:00:00+00:00,2023-09-25 08:00:00+00:00,8,13.77
2023-09-25 00:00:00+00:00,2023-09-25 09:00:00+00:00,9,14.65
2023-09-25 00:00:00+00:00,2023-09-25 10:00:00+00:00,10,11.51
2023-09-25 00:00:00+00:00,2023-09-25 11:00:00+00:00,11,12.7
2023-09-25 00:00:00+00:00,2023-09-25 12:00:00+00:00,12,13.19
2023-09-25 00:00:00+00:00,2023-09-25 13:00:00+00:00,13,14.51
2023-09-25 00:00:00+00:00,2023-09-25 14:00:00+00:00,14,14.81
2023-09-25 00:00:00+00:00,2023-09-25 15:00:00+00:00,15,16.36
2023-09-25 00:00:00+00:00,2023-09-25 16:00:00+00:00,16,16.59
2023-09-25 00:00:00+00:00,2023-09-25 17:00:00+00:00,17,13.52
2023-09-25 00:00:00+00:00,2023-09-25 18:00:00+00:00,18,13.92
2023-09-25 00:00:00+00:00,2023-09-25 19:00:00+00:00,19,16.52
2023-09-25 00:00:00+00:00,2023-09-25 20:00:00+00:00,20,15.87
2023-09-25 00:00:00+00:00,2023-09-25 21:00:00+00:00,21,12.8
2023-09-25 00:00:00+00:00,2023-09-25 22:00:00+00:00,22,13.14
2023-09-25 00:00:00+00:00,2023-09-25 23:00:00+00:00,23,10.13
2023-09-25 00:00:00+00:00,2023-09-26 00:00:00+00:00,24,12.97
2023-09-25 00:00:00+00:00,2023-09-26 01:00:00+00:00,25,9.21
2023-09-25 00:00:00+00:00,2023-09-26 02:00:00+00:00,26,11.54
2023-09-25 00:00:00+00:00,2023-09-26 03:00:00+00:00,27,12.13
2023-09-25 00:00:00+00:00,2023-09-26 04:00:00+00:00,28,16.42
2023-09-25 00:00:00+00:00,2023-09-26 05:00:00+00:00,29,10.29
2023-09-25 00:00:00+00:00,2023-09-26 06:00:00+00:00,30,13.1
2023-09-25 00:00:00+00:00,2023-09-26 07:00:00+00:00,31,14.46
2023-09-25 00:00:00+00:00,2023-09-26 08:00:00+00:00,32,12.9
2023-09-25 00:00:00+00:00,2023-09-26 09:00:00+00:00,33,15.93
2023-09-25 00:00:00+00:00,2023-09-26 10:00:00+00:00,34,15.36
2023-09-25 00:00:00+00:00,2023-09-26 11:00:00+00:00,35,16.72
2023-09-25 00:00:00+00:00,2023-09-26 12:00:00+00:00,36,16.18
2023-09-25 00:00:00+00:00,2023-09-26 13:00:00+00:00,37,17.97
2023-09-25 00:00:00+00:00,2023-09-26 14:00:00+00:00,38,14.23
2023-09-25 00:00:00+00:00,2023-09-26 15:00:00+00:00,39,17.77
2023-09-25 00:00:00+00:00,2023-09-26 16:00:00+00:00,40,12.08
2023-09-25 00:00:00+00:00,2023-09-26 17:00:00+00:00,41,10.67
2023-09-25 00:00:00+00:00,2023-09-26 18:00:00+00:00,42,14.14
2023-09-25 00:00:00+00:00,2023-09-26 19:00:00+00:00,43,13.16
2023-09-25 00:00:00+00:00,2023-09-26 20:00:00+00:00,44,9.45
2023-09-25 00:00:00+00:00,2023-09-26 21:00:00+00:00,45,14.69
2023-09-25 00:00:00+00:00,2023-09-26 22:00:00+00:00,46,10.98
2023-09-25 00:00:00+00:00,2023-09-26 23:00:00+00:00,47,11.2
2023-09-25 00:00:00+00:00,2023-09-27 00:00:00+00:00,48,11.81
2023-09-25 12:00:00+00:00,2023-09-25 13:00:00+00:00,1,14.77
2023-09-25 12:00:00+00:00,2023-09-25 14:00:00+00:00,2,15.47
2023-09-25 12:00:00+00:00,2023-09-25 15:00:00+00:00,3,16.61
2023-09-25 12:00:00+00:00,2023-09-25 16:00:00+00:00,4,17.08
2023-09-25 12:00:00+00:00,2023-09-25 17:00:00+00:00,5,16.46
2023-09-25 12:00:00+00:00,2023-09-25 18:00:00+00:00,6,13.49
2023-09-25 12:00:00+00:00,2023-09-25 19:00:00+00:00,7,15.71
2023-09-25 12:00:00+00:00,2023-09-25 20:00:00+00:00,8,13.15
2023-09-25 12:00:00+00:00,2023-09-25 21:00:00+00:00,9,14.74
2023-09-25 12:00:00+00:00,2023-09-25 22:00:00+00:00,10,13.99
2023-09-25 12:00:00+00:00,2023-09-25 23:00:00+00:00,11,11.75
2023-09-25 12:00:00+00:00,2023-09-26 00:00:00+00:00,12,13.78
2023-09-25 12:00:00+00:00,2023-09-26 01:00:00+00:00,13,11.18
2023-09-25 12:00:00+00:00,2023-09-26 02:00:00+00:00,14,11.93
2023-09-25 12:00:00+00:00,2023-09-26 03:00:00+00:00,15,12.62
2023-09-25 12:00:00+00:00,2023-09-26 04:00:00+00:00,16,12.25
2023-09-25 12:00:00+00:00,2023-09-26 05:00:00+00:00,17,10.87
2023-09-25 12:00:00+00:00,2023-09-26 06:00:00+00:00,18,15.09
2023-09-25 12:00:00+00:00,2023-09-26 07:00:00+00:00,19,15.61
2023-09-25 12:00:00+00:00,2023-09-26 08:00:00+00:00,20,15.92
2023-09-25 12:00:00+00:00,2023-09-26 09:00:00+00:00,21,12.3
2023-09-25 12:00:00+00:00,2023-09-26 10:00:00+00:00,22,15.1
2023-09-25 12:00:00+00:00,2023-09-26 11:00:00+00:00,23,14.84
2023-09-25 12:00:00+00:00,2023-09-26 12:00:00+00:00,24,16.36
2023-09-25 12:00:00+00:00,2023-09-26 13:00:00+00:00,25,16.69
2023-09-25 12:00:00+00:00,2023-09-26 14:00:00+00:00,26,17.19
2023-09-25 12:00:00+00:00,2023-09-26 15:00:00+00:00,27,19.38
2023-09-25 12:00:00+00:00,2023-09-26 16:00:00+00:00,28,12.29
2023-09-25 12:00:00+00:00,2023-09-26 17:00:00+00:00,29,16.13
2023-09-25 12:00:00+00:00,2023-09-26 18:00:00+00:00,30,13.56
2023-09-25 12:00:00+00:00,2023-09-26 19:00:00+00:00,31,14.52
2023-09-25 12:00:00+00:00,2023-09-26 20:00:00+00:00,32,12.59
2023-09-25 12:00:00+00:00,2023-09-26 21:00:00+00:00,33,12.8
2023-09-25 12:00:00+00:00,2023-09-26 22:00:00+00:00,34,11.15
2023-09-25 12:00:00+00:00,2023-09-26 23:00:00+00:00,35,11.57
2023-09-25 12:00:00+00:00,2023-09-27 00:00:00+00:00,36,7.02
2023-09-25 12:00:00+00:00,2023-09-27 01:00:00+00:00,37,7.61
2023-09-25 12:00:00+00:00,2023-09-27 02:00:00+00:00,38,9.02
2023-09-25 12:00:00+00:00,2023-09-27 03:00:00+00:00,39,9.25
2023-09-25 12:00:00+00:00,2023-09-27 04:00:00+00:00,40,9.75
2023-09-25 12:00:00+00:00,2023-09-27 05:00:00+00:00,41,10.66
2023-09-25 12:00:00+00:00,2023-09-27 06:00:00+00:00,42,10.11
2023-09-25 12:00:00+00:00,2023-09-27 07:00:00+00:00,43,14.94
2023-09-25 12:00:00+00:00,2023-09-27 08:00:00+00:00,44,3.81
2023-09-25 12:00:00+00:00,2023-09-27 09:00:00+00:00,45,8.93
2023-09-25 12:00:00+00:00,2023-09-27 10:00:00+00:00,46,13.34
2023-09-25 12:00:00+00:00,2023-09-27 11:00:00+00:00,47,10.98
2023-09-25 12:00:00+00:00,2023-09-27 12:00:00+00:00,48,22.37
2023-09-26 00:00:00+00:00,2023-09-26 01:00:00+00:00,1,10.84
2023-09-26 00:00:00+00:00,2023-09-26 02:00:00+00:00,2,11.32
2023-09-26 00:00:00+00:00,2023-09-26 03:00:00+00:00,3,11.63
2023-09-26 00:00:00+00:00,2023-09-26 04:00:00+00:00,4,11.09
2023-09-26 00:00:00+00:00,2023-09-26 05:00:00+00:00,5,11.87
2023-09-26 00:00:00+00:00,2023-09-26 06:00:00+00:00,6,12.03
2023-09-26 00:00:00+00:00,2023-09-26 07:00:00+00:00,7,13.1
2023-09-26 00:00:00+00:00,2023-09-26 08:00:00+00:00,8,12.82
2023-09-26 00:00:00+00:00,2023-09-26 09:00:00+00:00,9,14.19
2023-09-26 00:00:00+00:00,2023-09-26 10:00:00+00:00,10,16.53
2023-09-26 00:00:00+00:00,2023-09-26 11:00:00+00:00,11,16.82
2023-09-26 00:00:00+00:00,2023-09-26 12:00:00+00:00,12,18.0
2023-09-26 00:00:00+00:00,2023-09-26 13:00:00+00:00,13,17.21
2023-09-26 00:00:00+00:00,2023-09-26 14:00:00+00:00,14,15.38
2023-09-26 00:00:00+00:00,2023-09-26 15:00:00+00:00,15,16.49
2023-09-26 00:00:00+00:00,2023-09-26 16:00:00+00:00,16,16.4
2023-09-26 00:00:00+00:00,2023-09-26 17:00:00+00:00,17,14.41
2023-09-26 00:00:00+00:00,2023-09-26 18:00:00+00:00,18,16.47
2023-09-26 00:00:00+00:00,2023-09-26 19:00:00+00:00,19,13.85
2023-09-26 00:00:00+00:00,2023-09-26 20:00:00+00:00,20,13.56
2023-09-26 00:00:00+00:00,2023-09-26 21:00:00+00:00,21,11.94
2023-09-26 00:00:00+00:00,2023-09-26 22:00:00+00:00,22,7.99
2023-09-26 00:00:00+00:00,2023-09-26 23:00:00+00:00,23,9.57
2023-09-26 00:00:00+00:00,2023-09-27 00:00:00+00:00,24,10.33
2023-09-26 00:00:00+00:00,2023-09-27 01:00:00+00:00,25,8.22
2023-09-26 00:00:00+00:00,2023-09-27 02:00:00+00:00,26,8.88
2023-09-26 00:00:00+00:00,2023-09-27 03:00:00+00:00,27,10.92
2023-09-26 00:00:00+00:00,2023-09-27 04:00:00+00:00,28,9.74
2023-09-26 00:00:00+00:00,2023-09-27 05:00:00+00:00,29,10.28
2023-09-26 00:00:00+00:00,2023-09-27 06:00:00+00:00,30,8.3
2023-09-26 00:00:00+00:00,2023-09-27 07:00:00+00:00,31,16.72
2023-09-26 00:00:00+00:00,2023-09-27 08:00:00+00:00,32,11.65
2023-09-26 00:00:00+00:00,2023-09-27 09:00:00+00:00,33,9.85
2023-09-26 00:00:00+00:00,2023-09-27 10:00:00+00:00,34,12.17
2023-09-26 00:00:00+00:00,2023-09-27 11:00:00+00:00,35,15.34
2023-09-26 00:00:00+00:00,2023-09-27 12:00:00+00:00,36,12.77
2023-09-26 00:00:00+00:00,2023-09-27 13:00:00+00:00,37,14.34
2023-09-26 00:00:00+00:00,2023-09-27 14:00:00+00:00,38,15.74
2023-09-26 00:00:00+00:00,2023-09-27 15:00:00+00:00,39,14.27
2023-09-26 00:00:00+00:00,2023-09-27 16:00:00+00:00,40,14.66
2023-09-26 00:00:00+00:00,2023-09-27 17:00:00+00:00,41,12.12
2023-09-26 00:00:00+00:00,2023-09-27 18:00:00+00:00,42,16.18
2023-09-26 00:00:00+00:00,2023-09-27 19:00:00+00:00,43,11.34
2023-09-26 00:00:00+00:00,2023-09-27 20:00:00+00:00,44,10.61
2023-09-26 00:00:00+00:00,2023-09-27 21:00:00+00:00,45,14.45
2023-09-26 00:00:00+00:00,2023-09-27 22:00:00+00:00,46,14.43
2023-09-26 00:00:00+00:00,2023-09-27 23:00:00+00:00,47,8.36
2023-09-26 00:00:00+00:00,2023-09-28 00:00:00+00:00,48,16.2
2023-09-26 12:00:00+00:00,2023-09-26 13:00:00+00:00,1,16.33
2023-09-26 12:00:00+00:00,2023-09-26 14:00:00+00:00,2,16.24
2023-09-26 12:00:00+00:00,2023-09-26 15:00:00+00:00,3,15.58
2023-09-26 12:00:00+00:00,2023-09-26 16:00:00+00:00,4,17.46
2023-09-26 12:00:00+00:00,2023-09-26 17:00:00+00:00,5,15.0
2023-09-26 12:00:00+00:00,2023-09-26 18:00:00+00:00,6,15.76
2023-09-26 12:00:00+00:00,2023-09-26 19:00:00+00:00,7,15.51
2023-09-26 12:00:00+00:00,2023-09-26 20:00:00+00:00,8,15.65
2023-09-26 12:00:00+00:00,2023-09-26 21:00:00+00:00,9,10.12
2023-09-26 12:00:00+00:00,2023-09-26 22:00:00+00:00,10,10.84
2023-09-26 12:00:00+00:00,2023-09-26 23:00:00+00:00,11,9.47
2023-09-26 12:00:00+00:00,2023-09-27 00:00:00+00:00,12,11.01
2023-09-26 12:00:00+00:00,2023-09-27 01:00:00+00:00,13,11.68
2023-09-26 12:00:00+00:00,2023-09-27 02:00:00+00:00,14,11.13
2023-09-26 12:00:00+00:00,2023-09-27 03:00:00+00:00,15,9.08
2023-09-26 12:00:00+00:00,2023-09-27 04:00:00+00:00,16,11.91
2023-09-26 12:00:00+00:00,2023-09-27 05:00:00+00:00,17,13.14
2023-09-26 12:00:00+00:00,2023-09-27 06:00:00+00:00,18,12.08
2023-09-26 12:00:00+00:00,2023-09-27 07:00:00+00:00,19,11.01
2023-09-26 12:00:00+00:00,2023-09-27 08:00:00+00:00,20,11.01
2023-09-26 12:00:00+00:00,2023-09-27 09:00:00+00:00,21,10.56
2023-09-26 12:00:00+00:00,2023-09-27 10:00:00+00:00,22,12.4
2023-09-26 12:00:00+00:00,2023-09-27 11:00:00+00:00,23,11.23
2023-09-26 12:00:00+00:00,2023-09-27 12:00:00+00:00,24,9.41
2023-09-26 12:00:00+00:00,2023-09-27 13:00:00+00:00,25,16.97
2023-09-26 12:00:00+00:00,2023-09-27 14:00:00+00:00,26,15.66
2023-09-26 12:00:00+00:00,2023-09-27 15:00:00+00:00,27,14.76
2023-09-26 12:00:00+00:00,2023-09-27 16:00:00+00:00,28,15.7
2023-09-26 12:00:00+00:00,2023-09-27 17:00:00+00:00,29,15.69
2023-09-26 12:00:00+00:00,2023-09-27 18:00:00+00:00,30,17.04
2023-09-26 12:00:00+00:00,2023-09-27 19:00:00+00:00,31,16.75
2023-09-26 12:00:00+00:00,2023-09-27 20:00:00+00:00,32,12.97
2023-09-26 12:00:00+00:00,2023-09-27 21:00:00+00:00,33,11.65
2023-09-26 12:00:00+00:00,2023-09-27 22:00:00+00:00,34,11.41
2023-09-26 12:00:00+00:00,2023-09-27 23:00:00+00:00,35,11.43
2023-09-26 12:00:00+00:00,2023-09-28 00:00:00+00:00,36,7.98
2023-09-26 12:00:00+00:00,2023-09-28 01:00:00+00:00,37,11.99
2023-09-26 12:00:00+00:00,2023-09-28 02:00:00+00:00,38,7.12
2023-09-26 12:00:00+00:00,2023-09-28 03:00:00+00:00,39,7.9
2023-09-26 12:00:00+00:00,2023-09-28 04:00:00+00:00,40,10.07
2023-09-26 12:00:00+00:00,2023-09-28 05:00:00+00:00,41,9.02
2023-09-26 12:00:00+00:00,2023-09-28 06:00:00+00:00,42,13.08
2023-09-26 12:00:00+00:00,2023-09-28 07:00:00+00:00,43,9.46
2023-09-26 12:00:00+00:00,2023-09-28 08:00:00+00:00,44,12.97
2023-09-26 12:00:00+00:00,2023-09-28 09:00:00+00:00,45,14.83
2023-09-26 12:00:00+00:00,2023-09-28 10:00:00+00:00,46,11.52
2023-09-26 12:00:00+00:00,2023-09-28 11:00:00+00:00,47,11.01
2023-09-26 12:00:00+00:00,2023-09-28 12:00:00+00:00,48,14.79
2023-09-27 00:00:00+00:00,2023-09-27 01:00:00+00:00,1,10.98
2023-09-27 00:00:00+00:00,2023-09-27 02:00:00+00:00,2,10.4
2023-09-27 00:00:00+00:00,2023-09-27 03:00:00+00:00,3,9.96
2023-09-27 00:00:00+00:00,2023-09-27 04:00:00+00:00,4,11.69
2023-09-27 00:00:00+00:00,2023-09-27 05:00:00+00:00,5,10.41
2023-09-27 00:00:00+00:00,2023-09-27 06:00:00+00:00,6,11.29
2023-09-27 00:00:00+00:00,2023-09-27 07:00:00+00:00,7,10.62
2023-09-27 00:00:00+00:00,2023-09-27 08:00:00+00:00,8,12.22
2023-09-27 00:00:00+00:00,2023-09-27 09:00:00+00:00,9,11.6
2023-09-27 00:00:00+00:00,2023-09-27 10:00:00+00:00,10,13.59
2023-09-27 00:00:00+00:00,2023-09-27 11:00:00+00:00,11,12.44
2023-09-27 00:00:00+00:00,2023-09-27 12:00:00+00:00,12,13.63
2023-09-27 00:00:00+00:00,2023-09-27 13:00:00+00:00,13,12.7
2023-09-27 00:00:00+00:00,2023-09-27 14:00:00+00:00,14,15.92
2023-09-27 00:00:00+00:00,2023-09-27 15:00:00+00:00,15,16.24
2023-09-27 00:00:00+00:00,2023-09-27 16:00:00+00:00,16,13.99
2023-09-27 00:00:00+00:00,2023-09-27 17:00:00+00:00,17,17.01
2023-09-27 00:00:00+00:00,2023-09-27 18:00:00+00:00,18,12.35
2023-09-27 00:00:00+00:00,2023-09-27 19:00:00+00:00,19,11.23
2023-09-27 00:00:00+00:00,2023-09-27 20:00:00+00:00,20,12.63
2023-09-27 00:00:00+00:00,2023-09-27 21:00:00+00:00,21,9.61
2023-09-27 00:00:00+00:00,2023-09-27 22:00:00+00:00,22,10.59
2023-09-27 00:00:00+00:00,2023-09-27 23:00:00+00:00,23,12.07
2023-09-27 00:00:00+00:00,2023-09-28 00:00:00+00:00,24,12.35
2023-09-27 00:00:00+00:00,2023-09-28 01:00:00+00:00,25,9.77
2023-09-27 00:00:00+00:00,2023-09-28 02:00:00+00:00,26,11.57
2023-09-27 00:00:00+00:00,2023-09-28 03:00:00+00:00,27,9.47
2023-09-27 00:00:00+00:00,2023-09-28 04:00:00+00:00,28,7.45
2023-09-27 00:00:00+00:00,2023-09-28 05:00:00+00:00,29,11.23
2023-09-27 00:00:00+00:00,2023-09-28 06:00:00+00:00,30,5.86
2023-09-27 00:00:00+00:00,2023-09-28 07:00:00+00:00,31,12.12
2023-09-27 00:00:00+00:00,2023-09-28 08:00:00+00:00,32,17.86
2023-09-27 00:00:00+00:00,2023-09-28 09:00:00+00:00,33,17.71
2023-09-27 00:00:00+00:00,2023-09-28 10:00:00+00:00,34,11.24
2023-09-27 00:00:00+00:00,2023-09-28 11:00:00+00:00,35,13.93
2023-09-27 00:00:00+00:00,2023-09-28 12:00:00+00:00,36,14.58
2023-09-27 00:00:00+00:00,2023-09-28 13:00:00+00:00,37,16.48
2023-09-27 00:00:00+00:00,2023-09-28 14:00:00+00:00,38,17.73
2023-09-27 00:00:00+00:00,2023-09-28 15:00:00+00:00,39,22.26
2023-09-27 00:00:00+00:00,2023-09-28 16:00:00+00:00,40,17.43
2023-09-27 00:00:00+00:00,2023-09-28 17:00:00+00:00,41,17.09
2023-09-27 00:00:00+00:00,2023-09-28 18:00:00+00:00,42,16.92
2023-09-27 00:00:00+00:00,2023-09-28 19:00:00+00:00,43,16.21
2023-09-27 00:00:00+00:00,2023-09-28 20:00:00+00:00,44,14.71
2023-09-27 00:00:00+00:00,2023-09-28 21:00:00+00:00,45,16.33
2023-09-27 00:00:00+00:00,2023-09-28 22:00:00+00:00,46,14.84
2023-09-27 00:00:00+00:00,2023-09-28 23:00:00+00:00,47,13.32
2023-09-27 00:00:00+00:00,2023-09-29 00:00:00+00:00,48,10.33
2023-09-27 12:00:00+00:00,2023-09-27 13:00:00+00:00,1,15.74
2023-09-27 12:00:00+00:00,2023-09-27 14:00:00+00:00,2,15.73
2023-09-27 12:00:00+00:00,2023-09-27 15:00:00+00:00,3,14.9
2023-09-27 12:00:00+00:00,2023-09-27 16:00:00+00:00,4,13.15
2023-09-27 12:00:00+00:00,2023-09-27 17:00:00+00:00,5,14.79
2023-09-27 12:00:00+00:00,2023-09-27 18:00:00+00:00,6,13.86
2023-09-27 12:00:00+00:00,2023-09-27 19:00:00+00:00,7,13.05
2023-09-27 12:00:00+00:00,2023-09-27 20:00:00+00:00,8,12.08
2023-09-27 12:00:00+00:00,2023-09-27 21:00:00+00:00,9,12.79
2023-09-27 12:00:00+00:00,2023-09-27 22:00:00+00:00,10,13.81
2023-09-27 12:00:00+00:00,2023-09-27 23:00:00+00:00,11,11.35
2023-09-27 12:00:00+00:00,2023-09-28 00:00:00+00:00,12,12.61
2023-09-27 12:00:00+00:00,2023-09-28 01:00:00+00:00,13,9.35
2023-09-27 12:00:00+00:00,2023-09-28 02:00:00+00:00,14,8.97
2023-09-27 12:00:00+00:00,2023-09-28 03:00:00+00:00,15,11.67
2023-09-27 12:00:00+00:00,2023-09-28 04:00:00+00:00,16,10.64
2023-09-27 12:00:00+00:00,2023-09-28 05:00:00+00:00,17,9.16
2023-09-27 12:00:00+00:00,2023-09-28 06:00:00+00:00,18,9.88
2023-09-27 12:00:00+00:00,2023-09-28 07:00:00+00:00,19,8.01
2023-09-27 12:00:00+00:00,2023-09-28 08:00:00+00:00,20,11.2
2023-09-27 12:00:00+00:00,2023-09-28 09:00:00+00:00,21,14.23
2023-09-27 12:00:00+00:00,2023-09-28 10:00:00+00:00,22,11.64
2023-09-27 12:00:00+00:00,2023-09-28 11:00:00+00:00,23,18.81
2023-09-27 12:00:00+00:00,2023-09-28 12:00:00+00:00,24,15.58
2023-09-27 12:00:00+00:00,2023-09-28 13:00:00+00:00,25,15.94
2023-09-27 12:00:00+00:00,2023-09-28 14:00:00+00:00,26,16.19
2023-09-27 12:00:00+00:00,2023-09-28 15:00:00+00:00,27,15.52
2023-09-27 12:00:00+00:00,2023-09-28 16:00:00+00:00,28,17.17
2023-09-27 12:00:00+00:00,2023-09-28 17:00:00+00:00,29,17.11
2023-09-27 12:00:00+00:00,2023-09-28 18:00:00+00:00,30,14.4
2023-09-27 12:00:00+00:00,2023-09-28 19:00:00+00:00,31,17.77
2023-09-27 12:00:00+00:00,2023-09-28 20:00:00+00:00,32,20.81
2023-09-27 12:00:00+00:00,2023-09-28 21:00:00+00:00,33,12.07
2023-09-27 12:00:00+00:00,2023-09-28 22:00:00+00:00,34,7.1
2023-09-27 12:00:00+00:00,2023-09-28 23:00:00+00:00,35,9.73
2023-09-27 12:00:00+00:00,2023-09-29 00:00:00+00:00,36,9.01
2023-09-27 12:00:00+00:00,2023-09-29 01:00:00+00:00,37,13.71
2023-09-27 12:00:00+00:00,2023-09-29 02:00:00+00:00,38,8.21
2023-09-27 12:00:00+00:00,2023-09-29 03:00:00+00:00,39,13.11
2023-09-27 12:00:00+00:00,2023-09-29 04:00:00+00:00,40,10.47
2023-09-27 12:00:00+00:00,2023-09-29 05:00:00+00:00,41,12.75
2023-09-27 12:00:00+00:00,2023-09-29 06:00:00+00:00,42,8.08
2023-09-27 12:00:00+00:00,2023-09-29 07:00:00+00:00,43,7.0
2023-09-27 12:00:00+00:00,2023-09-29 08:00:00+00:00,44,11.8
2023-09-27 12:00:00+00:00,2023-09-29 09:00:00+00:00,45,14.31
2023-09-27 12:00:00+00:00,2023-09-29 10:00:00+00:00,46,14.65
2023-09-27 12:00:00+00:00,2023-09-29 11:00:00+00:00,47,17.95
2023-09-27 12:00:00+00:00,2023-09-29 12:00:00+00:00,48,17.34
2023-09-28 00:00:00+00:00,2023-09-28 01:00:00+00:00,1,10.51
2023-09-28 00:00:00+00:00,2023-09-28 02:00:00+00:00,2,9.55
2023-09-28 00:00:00+00:00,2023-09-28 03:00:00+00:00,3,9.96
2023-09-28 00:00:00+00:00,2023-09-28 04:00:00+00:00,4,9.01
2023-09-28 00:00:00+00:00,2023-09-28 05:00:00+00:00,5,9.92
2023-09-28 00:00:00+00:00,2023-09-28 06:00:00+00:00,6,9.36
2023-09-28 00:00:00+00:00,2023-09-28 07:00:00+00:00,7,11.12
2023-09-28 00:00:00+00:00,2023-09-28 08:00:00+00:00,8,12.2
2023-09-28 00:00:00+00:00,2023-09-28 09:00:00+00:00,9,13.42
2023-09-28 00:00:00+00:00,2023-09-28 10:00:00+00:00,10,14.44
2023-09-28 00:00:00+00:00,2023-09-28 11:00:00+00:00,11,15.77
2023-09-28 00:00:00+00:00,2023-09-28 12:00:00+00:00,12,17.21
2023-09-28 00:00:00+00:00,2023-09-28 13:00:00+00:00,13,17.43
2023-09-28 00:00:00+00:00,2023-09-28 14:00:00+00:00,14,16.34
2023-09-28 00:00:00+00:00,2023-09-28 15:00:00+00:00,15,15.88
2023-09-28 00:00:00+00:00,2023-09-28 16:00:00+00:00,16,16.23
2023-09-28 00:00:00+00:00,2023-09-28 17:00:00+00:00,17,18.21
2023-09-28 00:00:00+00:00,2023-09-28 18:00:00+00:00,18,17.15
2023-09-28 00:00:00+00:00,2023-09-28 19:00:00+00:00,19,16.47
2023-09-28 00:00:00+00:00,2023-09-28 20:00:00+00:00,20,12.86
2023-09-28 00:00:00+00:00,2023-09-28 21:00:00+00:00,21,15.1
2023-09-28 00:00:00+00:00,2023-09-28 22:00:00+00:00,22,15.53
2023-09-28 00:00:00+00:00,2023-09-28 23:00:00+00:00,23,10.45
2023-09-28 00:00:00+00:00,2023-09-29 00:00:00+00:00,24,10.62
2023-09-28 00:00:00+00:00,2023-09-29 01:00:00+00:00,25,11.38
2023-09-28 00:00:00+00:00,2023-09-29 02:00:00+00:00,26,5.63
2023-09-28 00:00:00+00:00,2023-09-29 03:00:00+00:00,27,9.26
2023-09-28 00:00:00+00:00,2023-09-29 04:00:00+00:00,28,11.94
2023-09-28 00:00:00+00:00,2023-09-29 05:00:00+00:00,29,11.15
2023-09-28 00:00:00+00:00,2023-09-29 06:00:00+00:00,30,13.84
2023-09-28 00:00:00+00:00,2023-09-29 07:00:00+00:00,31,9.83
2023-09-28 00:00:00+00:00,2023-09-29 08:00:00+00:00,32,12.8
2023-09-28 00:00:00+00:00,2023-09-29 09:00:00+00:00,33,9.05
2023-09-28 00:00:00+00:00,2023-09-29 10:00:00+00:00,34,13.42
2023-09-28 00:00:00+00:00,2023-09-29 11:00:00+00:00,35,10.87
2023-09-28 00:00:00+00:00,2023-09-29 12:00:00+00:00,36,15.42
2023-09-28 00:00:00+00:00,2023-09-29 13:00:00+00:00,37,14.83
2023-09-28 00:00:00+00:00,2023-09-29 14:00:00+00:00,38,17.1
2023-09-28 00:00:00+00:00,2023-09-29 15:00:00+00:00,39,18.31
2023-09-28 00:00:00+00:00,2023-09-29 16:00:00+00:00,40,17.11
2023-09-28 00:00:00+00:00,2023-09-29 17:00:00+00:00,41,18.62
2023-09-28 00:00:00+00:00,2023-09-29 18:00:00+00:00,42,13.86
2023-09-28 00:00:00+00:00,2023-09-29 19:00:00+00:00,43,18.86
2023-09-28 00:00:00+00:00,2023-09-29 20:00:00+00:00,44,11.39
2023-09-28 00:00:00+00:00,2023-09-29 21:00:00+00:00,45,12.31
2023-09-28 00:00:00+00:00,2023-09-29 22:00:00+00:00,46,10.37
2023-09-28 00:00:00+00:00,2023-09-29 23:00:00+00:00,47,12.8
2023-09-28 00:00:00+00:00,2023-09-30 00:00:00+00:00,48,1.55
2023-09-28 12:00:00+00:00,2023-09-28 13:00:00+00:00,1,16.12
2023-09-28 12:00:00+00:00,2023-09-28 14:00:00+00:00,2,15.89
2023-09-28 12:00:00+00:00,2023-09-28 15:00:00+00:00,3,17.48
2023-09-28 12:00:00+00:00,2023-09-28 16:00:00+00:00,4,17.24
2023-09-28 12:00:00+00:00,2023-09-28 17:00:00+00:00,5,16.25
